UniProtKB	Gene_Name
O70191	Atf5 Atfx Nap1
O70201	Birc5 Api4 Iap4
O70237	Gfi1b
O70263	Lnx1 Lnx
O70303	Cideb
O70306	Tbx15 Tbx14 Tbx8
O70318	Epb41l2 Epb4.1l2
O70326	Grem1 Cktsf1b1 Drm
O70372	Tert
O70405	Ulk1
O70421	Fzd1
O70445	Bard1
O70460	Ccl19 Elc Scya19
O70469	Dok2 Frip
O70480	Vamp4
O70503	Hsd17b12 Kik1
O70514	Fgfbp1
O70572	Smpd2
O70577	Slc22a2 Oct2
O70585	Dtnb
O70628	Pde9a Pde8b
O88322	Nid2
O88384	Vti1b Vti1l1
O88445	Aurkc Aie1 Aik3 Airk3 Ark3 Stk13
O88448	Klc2
O88452	Stc2
O88509	Dnmt3b
O88543	Cops3 Csn3
O88551	Cldn1
O88623	Usp2 Ubp41 MNCb-0190
O88632	Sema3f
O88643	Pak1 Paka
O88665	Brd7 Bp75
O88668	Creg1 Creg
O88697	Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1
O88703	Hcn2 Bcng2 Hac1
O88713	Klrg1 Mafa
O88728	Ifitm5 Bril Fragilis4
O88783	F5
O88786	Il13ra2
O88816	Aanat Snat
O88824	Jtb Gm622
O88833	Cyp4a10 Cyp4a-10
O88848	Arl6 Bbs3
O88856	Tpst2 D5ucla3
O88942	Nfatc1 Nfat2 Nfatc
O88962	Cyp8b1 Cyp12
O88967	Yme1l1
O88990	Actn3
O89026	Robo1 Dutt1
O89032	Sh3pxd2a Fish Sh3md1 Tks5
O89094	Casp14
O89101	Fgf18
O89109	Kcnn4
P00375	Dhfr
P00920	Ca2 Car2
P01326	Ins2 Ins-2
P01582	Il1a
P01897	H2-L
P01899	H2-D1
P02319	Prm1 Prm-1
P02716	Chrnd Acrd
P02772	Afp
P02830	Hoxa7 Hox-1.1 Hoxa-7
P03925	Mtnd6 mt-Nd6 Nd6
P03953	Cfd Adn Df
P04117	Fabp4 Ap2
P04184	Tk1 Tk-1
P04202	Tgfb1
P04228	H2-Aa
P04370	Mbp Shi
P05125	Nppa Pnd
P05132	Prkaca Pkaca
P05213	Tuba1b Tuba2
P05214	Tuba3a Tuba3; Tuba3b Tuba7
P05784	Krt18 Kerd Krt1-18
P06240	Lck Lsk-t
P06346	H2-Ab1
P06684	C5 Hc
P06879	Prl
P07146	Prss2 Try2
P07321	Epo
P07934	Phkg1 Phkg
P08030	Aprt
P08046	Egr1 Egr-1 Krox-24
P08071	Ltf
P08103	Hck
P08508	Fcgr3
P08905	Lyz2 Lyz Lyzs
P09021	Hoxa5 Hox-1.3 Hoxa-5
P09024	Hoxb7 Hox-2.3 Hoxb-7
P09025	Hoxc8 Hox-3.1 Hoxc-8
P09174	Pde6g Pdeg
P09242	Alpl Akp-2 Akp2
P09405	Ncl Nuc
P09671	Sod2 Sod-2
P09838	Dntt Tdt
P0C092	Kcnip3 Csen Dream Kchip3
P0C1T1	Hoxb2 Hox-2.8
P0C871	Pla2g4b
P0DN83	Strit1
P0DOV1	Ifi211 Ifi205b Mnda p205
P0DP28	Calm3 Cam3 Camc
P0DP43	Catspere Catspere1 Gm7068
P0DPB4	Schip1
P10085	Myod1 Myod
P10107	Anxa1 Anx1 Lpc-1 Lpc1
P10126	Eef1a1 Eef1a
P10148	Ccl2 Je Mcp1 Scya2
P10284	Hoxb4 Hox-2.6 Hoxb-4
P10300	Cd8b Cd8b1 Ly-3 Lyt-3 Lyt3
P10417	Bcl2 Bcl-2
P10493	Nid1 Ent
P10820	Prf1 Pfp
P10833	Rras
P10923	Spp1 Eta-1 Op Spp-1
P11087	Col1a1 Cola1
P11103	Parp1 Adprp Adprt Adprt1
P11152	Lpl
P11247	Mpo
P11352	Gpx1
P11531	Dmd
P11688	Itga5
P11862	Gas2 Gas-2
P12382	Pfkl Pfk-l Pfkb
P12388	Serpinb2 Pai2 Planh2
P13020	Gsn Gsb
P13297	Msx1 Hox7 Hox7.1
P13516	Scd1
P13707	Gpd1 Gdc-1 Gdc1 Kiaa4010
P13745	Gsta1 Gsta Gstya
P14094	Atp1b1 Atp4b
P14115	Rpl27a
P14246	Slc2a2 Glut2
P14428	H2-K1 H2-K
P14431	H2-Q9
P14434	H2-Aa
P15105	Glul Glns
P15209	Ntrk2 Trkb
P15409	Rho
P15535	B4galt1 Ggtb Ggtb2
P15539	Cyp11b2 Cyp11b-2
P15702	Spn
P15864	H1-2 H1f2 Hist1h1c
P15919	Rag1
P16054	Prkce Pkce Pkcea
P16056	Met
P16092	Fgfr1 Flg
P16330	Cnp Cnp1
P16675	Ctsa Ppgb
P16872	Il7r
P17156	Hspa2 Hcp70.2 Hsp70-2
P17182	Eno1 Eno-1
P17439	Gba1 Gba
P17679	Gata1 Gf-1
P17742	Ppia
P17809	Slc2a1 Glut1
P18052	Ptpra Lrp Ptpa
P18340	Cxcl9 Mig Scyb9
P18572	Bsg
P18893	Il10 Il-10
P19070	Cr2
P19091	Ar Nr3c4
P19182	Ifrd1 Tis7
P19253	Rpl13a P198 Tstap198-7
P19258	Mpv17
P19639	Gstm3
P20108	Prdx3 Aop1 Mer5
P20357	Map2 Mtap2
P20491	Fcer1g Fce1g
P20612	Gnat1 Gnat-1
P20615	Hoxb9 Hox-2.5 Hoxb-9
P20693	Fcer2 Fcer2a
P20722	Bmp6 Bmp-6 Vgr1
P20782	Chrne Acre
P20937	Klra1 Ly-49 Ly-49a Ly49 Ly49A
P21447	Abcb1a Abcb4 Mdr1a Mdr3 Pgy-3 Pgy3
P21550	Eno3 Eno-3
P21552	Wnt2 Irp Wnt-2
P21956	Mfge8
P21995	Emb Gp70
P22091	Tal1 Scl Tal-1
P22227	Zfp42 Rex-1 Rex1
P22272	Il6ra Il6r
P22561	Wt1 Wt-1
P22727	Wnt6 Wnt-6
P22777	Serpine1 Mr1 Pai1 Planh1
P22892	Ap1g1 Adtg Clapg1
P22893	Zfp36 Nup475 Tis11 Tis11a Ttp
P22907	Hmbs Uros1
P22935	Crabp2
P23275	Or2c1 Mor256-17 Olfr15
P23611	Irf8 Icsbp Icsbp1
P23813	Hoxd11 Hox-4.6 Hoxd-11
P23818	Gria1 Glur1
P23927	Cryab Crya2
P23949	Zfp36l2 Tis11d
P24161	Cd247 Cd3z Tcrz
P24288	Bcat1 Eca39
P24527	Lta4h
P24529	Th
P24815	Hsd3b1 Hsd3b
P24822	Iap Akp-3 Akp3
P25233	Ndn
P25318	Col8a2
P25785	Timp2 Timp-2
P25801	Lmo2 Rbtn-2 Rbtn2 Rhom-2
P25976	Ubtf Tcfubf Ubf-1 Ubf1
P26011	Itgb7
P26323	Fli1 Fli-1
P26443	Glud1 Glud
P26645	Marcks Macs
P27106	Amh
P27548	Cd40lg Cd40l Tnfsf5
P27577	Ets1 Ets-1
P27612	Plaa Plap
P27659	Rpl3
P27671	Rasgrf1 Cdc25 Grf1
P27870	Vav1 Vav
P28033	Cebpb
P28063	Psmb8 Lmp7 Mc13
P28271	Aco1 Ireb1 Irebp
P28649	Cyp19a1 Arom Cyp19
P28700	Rxra Nr2b1
P28705	Rxrg Nr2b3
P29121	Pcsk4 Nec-3 Nec3
P29416	Hexa
P29477	Nos2 Inosl
P29594	Casp2 Ich1 Nedd-2 Nedd2
P29699	Ahsg Fetua
P29754	Agtr1a Agtr1
P30416	Fkbp4 Fkpb52
P30966	Htr5a 5ht5a
P31245	Hoxa2 Hox-1.11 Hoxa-2
P31324	Prkar2b
P31482	Pla2g2a
P31750	Akt1 Akt Rac
P32020	Scp2 Scp-2
P32037	Slc2a3 Glut3
P32233	Drg1 Drg Nedd-3 Nedd3
P32507	Nectin2 Mph Pvr Pvrl2 Pvs
P33173	Kif1a Atsv Kif1
P33534	Oprk1
P33896	Ifnar1 Ifar Ifnar
P34056	Tfap2a Ap2tf Tcfap2a
P34884	Mif
P34902	Il2rg
P34960	Mmp12 Mme Mmel
P35282	Rab21
P35285	Rab22a Rab22
P35288	Rab23 Opb
P35347	Crhr1 Crhr
P35377	Oprl1 Oor Oprl
P35419	Tpo
P35550	Fbl
P35585	Ap1m1 Cltnm
P35700	Prdx1 Msp23 Paga Tdpx2
P35737	H2-DMb1 H-2Mb1 Mb
P35803	Gpm6b M6b
P36423	Tbxas1 Cyp5 Cyp5a1
P36895	Bmpr1a Acvrlk3 Bmpr
P37913	Lig1 Lig-1
P38060	Hmgcl
P38649	Abo
P39087	Grik2 Glur6
P40630	Tfam Hmgts
P40749	Syt4 Syt3
P41047	Faslg Apt1lg1 Cd95l Fasl gld Tnfsf6
P41241	Csk
P41251	Slc11a1 Bcg Ity Lsh Nramp1
P41317	Mbl2
P41969	Elk1
P41971	Elk3 Erp Net
P42082	Cd86
P42125	Eci1 Dci
P42227	Stat3 Aprf
P42586	Nkx2-2 Nkx-2.2 Nkx2b
P42866	Oprm1 Mor Oprm
P43006	Slc1a2 Eaat2 Glt1
P43120	Hhex Prh Prhx
P43137	Reg1
P43252	Ptgir
P43267	Sox15 Sox-15 Sox16
P43687	Hmx2 Nkx-5.2 Nkx5-2
P45952	Acadm
P46638	Rab11b
P46938	Yap1 Yap Yap65
P47708	Rph3a
P47713	Pla2g4a Cpla2 Pla2g4
P47739	Aldh3a1 Ahd-4 Ahd4 Aldh3 Aldh4
P47746	Cnr1
P47750	Tshr
P47934	Crat
P47937	Tacr3 Tac3r
P48168	Glrb
P48298	Ccl11 Scya11
P48381	Rfx3
P48410	Abcd1 Ald Aldgh
P48540	Gdnf
P48725	Pcnt Pcnt2
P48760	Fpgs
P49003	Bmp5 Bmp-5
P49182	Serpind1 Hcf2 Hcii
P49183	Dnase1 Dnl1
P49443	Ppm1a Pppm1a
P49717	Mcm4 Cdc21 Mcmd4
P50096	Impdh1
P50284	Ltbr Tnfcr Tnfrsf3
P50404	Sftpd Sftp4
P50446	Krt6a Ker2 Krt2-6 Krt2-6a Krt6
P50462	Csrp3 Clp Mlp
P50592	Tnfsf10 Trail
P50704	Defa6 Defcr6; Defa12 Defcr12
P51437	Camp Cnlp Cramp
P51557	Star
P51576	P2rx1
P51612	Xpc
P51642	Cntf
P51660	Hsd17b4 Edh17b4
P51859	Hdgf Tdrm1
P51863	Atp6v0d1 Atp6d
P52194	Clgn Meg1
P52430	Pon1 Pon
P52480	Pkm Pk3 Pkm2 Pykm
P52503	Ndufs6 Ip13
P52633	Stat6
P52850	Ndst2 Hsst2
P52927	Hmga2 Hmgic
P53566	Cebpa Cebp
P53568	Cebpg
P53690	Mmp14 Mtmmp
P53784	Sox3 Sox-3
A0A5F8MPU3	C2cd6 Als2cr11 CATSPERT
A0A5K7RLP0	Meiosin Bhmg1
A0AAQ4VMX2	C4a Slp
A2A9F4	Kdf1
A2AC93	Dnai2 Dnaic2
A2AF47	Dock11 Ziz2
A2AGT5	Ckap5
A2AIP0	Cimip2b Fam166b
A2AIW0	Entr1 Sdccag3
A2AJB7	Lcn5 Mep10
A2AJK6	Chd7
A2AJX4	Malrd1 Diet1 Gm13318
A2AKQ0	Slc35d1
A2ALS5	Rap1gap Kiaa0474 Rap1ga1
A2APB8	Tpx2
A2APC3	Ttll9
A2AQ07	Tubb1
A2AU37	Rad21l1 Gm14160 Rad21l
A2AWP0	Birc7 Livin
A2AX52	Col6a4 Dvwa
A2CG49	Kalrn
A2CG63	Arid4b Sap180
A3KFM7	Chd6 Kiaa1335
A3KGS3	Ralgapa2 Kiaa1272
A4Q9E5	Ttll3
A4Q9F0	Ttll7
A4Q9F4	Ttll11
A4UUI3	Gbp4
A6H639	Tcte1 D17sil1 Drc5
A6H687	Sac3d1 Shd1
B1AS29	Grik3 Glur7
B1AXD8	Akirin2
B1AZ99	Otud3
B1AZP2	Dlgap4 Kiaa0964 Sapap4
B1B0V2	Ezhip AU022751 KIP75
B2RQR8	Ece2
B2RRE7	Otud4 Kiaa1046
B2RUP2	Unc13d
B2RX88	Cspp1 Cspp
B2RXA7	Cyp26c1
B2RXS4	Plxnb2
B2RY04	Dock5 Lr2 Rlc
B5KM66	Syce3 Tseg2
B7ZNG0	Kif7
B9EKR1	Ptprz1
C0LLJ0	Kpna7
D2EAC2	Zbed6
D2J0Y4	D7Ertd443e Fats
D3YXK1	Samd1
D3Z1Q2	Mrap2
D3Z2R5	Selenon Seln Sepn1
D3Z423	Rnf212b Gm10332
D3Z5S8	Tent5a Fam46a
E0CYC6	Nat8b-ps Cml2
E9PUQ8	Dgkd
E9PVA8	Gcn1 Gcn1l1
E9PVX6	Mki67
E9PYY5	Dnai4 Wdr78
E9Q238	Kank1
E9Q4Z2	Acacb Acc2 Accb
E9Q5K9	Ythdc1 Kiaa1966
E9Q7R9	Cfap43
E9Q876	Abca12
E9Q8T2	Prdm15
E9Q912	Rap1gds1
E9Q9F6	Catsperd Tmem146
E9Q9U0	Usp17lb Dub1a
E9Q9W7	Pdzd7
F8VQB6	Myo10
G3X943	Slc39a2 Zip2
G3X9K3	Arfgef1
G3XA57	Rab11fip2
I7HJS4	Znf683 Gm13060 Zfp683
J3QMY9	Top6bl Gm960
O08539	Bin1 Amphl Sh3p9
O08550	Kmt2b Mll2 Trx2 Wbp7
O08580	Esrra Err1 Estrra Nr3b1
O08638	Myh11
O08644	Ephb6 Cekl
O08650	Has3
O08692	Ngp
O08739	Ampd3
O08747	Unc5c Rcm Unc5h3
O08762	Prss12 Bssp3
O08807	Prdx4
O08832	Galnt4
O08901	Bub1
O08908	Pik3r2
O08912	Galnt1
O08919	Numbl Nbl
O08969	Phlda2 Ipl Tssc3
O09000	Ncoa3 Aib1 Pcip Rac3 Tram1
O09039	Sh2b3 Lnk
O09051	Guca2b
O09061	Psmb1
O09126	Sema4d Semacl2 Semaj
O09161	Casq2
O09173	Hgd Aku Hgo
O35082	Kl
O35085	Arx
O35118	Gfra3
O35134	Polr1a Rpa1 Rpo1-4
O35143	Atp5if1 Atpi Atpif1 If1
O35144	Terf2 Trf2
O35149	Slc30a4 Lm Znt4
O35206	Col15a1
O35245	Pkd2 TRPP2
O35304	Slc18a3 Vacht
O35305	Tnfrsf11a Rank
O35324	Sh2d1b Eat2 Eat2a Sh2d1b1
O35343	Kpna4 Qip1
O35387	Hax1 Hs1bp1
O35400	Sult2b1 Sult2b
O35484	Azin1 Oazi Oazin
O35491	Clk2
O35495	Cdk14 Kiaa0834 Pftk1
O35516	Notch2
O35526	Stx1a
O35566	Cd151 Peta3
O35598	Adam10 Kuz Madm
O35622	Fgf15
O35643	Ap1b1 Adtb1
O35646	Capn6 Capa6
O35678	Mgll
O35690	Phox2b Pmx2b
O35740	Cited2 Mrg1 Msg2
O35744	Chil3 Chi3l3 Ym1
O35855	Bcat2 Bcatm Eca40
O35885	Ascl2 Mash2
O35903	Ccl25 Scya25 Teck
O35930	Gp1ba
O35936	Alox8 Alox15b
O35943	Fxn Frda
O35949	Elovl3 Cig30
O35973	Per1 Per Rigui
O35988	Sdc4
O54724	Cavin1 Ptrf
O54743	Foxf2 Lun
O54784	Dapk3 Zipk
O54799	Nmbr
O54825	Bysl
O54864	Suv39h1 Suv39h
O54890	Itgb3
O54901	Cd200 Mox2
O54909	Rdh16 Crad Crad1 Rdh1 Rdh6
O54915	Nr1i2 Pxr
O54916	Reps1
O54951	Sema6b Seman
O54988	Slk Kiaa0204 Stk2
O54992	Mapkapk5
O55017	Cacna1b Cach5 Cacnl1a5 Cchn1a
O55022	Pgrmc1 Pgrmc
O55042	Snca Syn
O55098	Stk10 Lok
O55127	Cyp26a1 Cyp26 P450ra
O55176	Pja1
O55186	Cd59a Cd59
O55187	Cbx4 Pc2
O55188	Dmp1 Dmp
O55192	Slc6a2
O55201	Supt5h Supt5
O55225	Otog Otgn
O55233	Cer1 Cerl Cerr1
O55234	Psmb5
O55236	Rngtt Cap1a
O70138	Mmp8
O70152	Dpm1
O70172	Pip4k2a Pi5p4ka Pip5k2a
O70191	Atf5 Atfx Nap1
O70201	Birc5 Api4 Iap4
O70237	Gfi1b
O70263	Lnx1 Lnx
O70303	Cideb
O70306	Tbx15 Tbx14 Tbx8
O70318	Epb41l2 Epb4.1l2
O70326	Grem1 Cktsf1b1 Drm
O70372	Tert
O70405	Ulk1
O70421	Fzd1
O70445	Bard1
O70460	Ccl19 Elc Scya19
O70469	Dok2 Frip
O70480	Vamp4
O70503	Hsd17b12 Kik1
O70514	Fgfbp1
O70572	Smpd2
O70577	Slc22a2 Oct2
O70585	Dtnb
O70628	Pde9a Pde8b
O88322	Nid2
O88384	Vti1b Vti1l1
O88445	Aurkc Aie1 Aik3 Airk3 Ark3 Stk13
O88448	Klc2
O88452	Stc2
O88509	Dnmt3b
O88543	Cops3 Csn3
O88551	Cldn1
O88623	Usp2 Ubp41 MNCb-0190
O88632	Sema3f
O88643	Pak1 Paka
O88665	Brd7 Bp75
O88668	Creg1 Creg
O88697	Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1
O88703	Hcn2 Bcng2 Hac1
O88713	Klrg1 Mafa
O88728	Ifitm5 Bril Fragilis4
O88783	F5
O88786	Il13ra2
O88816	Aanat Snat
O88824	Jtb Gm622
O88833	Cyp4a10 Cyp4a-10
O88848	Arl6 Bbs3
O88856	Tpst2 D5ucla3
O88942	Nfatc1 Nfat2 Nfatc
O88962	Cyp8b1 Cyp12
O88967	Yme1l1
O88990	Actn3
O89026	Robo1 Dutt1
O89032	Sh3pxd2a Fish Sh3md1 Tks5
O89094	Casp14
O89101	Fgf18
O89109	Kcnn4
P00375	Dhfr
P00920	Ca2 Car2
P01326	Ins2 Ins-2
P01582	Il1a
P01897	H2-L
P01899	H2-D1
P02319	Prm1 Prm-1
P02716	Chrnd Acrd
P02772	Afp
P02830	Hoxa7 Hox-1.1 Hoxa-7
P03925	Mtnd6 mt-Nd6 Nd6
P03953	Cfd Adn Df
P04117	Fabp4 Ap2
P04184	Tk1 Tk-1
P04202	Tgfb1
P04228	H2-Aa
P04370	Mbp Shi
P05125	Nppa Pnd
P05132	Prkaca Pkaca
P05213	Tuba1b Tuba2
P05214	Tuba3a Tuba3; Tuba3b Tuba7
P05784	Krt18 Kerd Krt1-18
P06240	Lck Lsk-t
P06346	H2-Ab1
P06684	C5 Hc
P06879	Prl
P07146	Prss2 Try2
P07321	Epo
P07934	Phkg1 Phkg
P08030	Aprt
P08046	Egr1 Egr-1 Krox-24
P08071	Ltf
P08103	Hck
P08508	Fcgr3
P08905	Lyz2 Lyz Lyzs
P09021	Hoxa5 Hox-1.3 Hoxa-5
P09024	Hoxb7 Hox-2.3 Hoxb-7
P09025	Hoxc8 Hox-3.1 Hoxc-8
P09174	Pde6g Pdeg
P09242	Alpl Akp-2 Akp2
P09405	Ncl Nuc
P09671	Sod2 Sod-2
P09838	Dntt Tdt
P0C092	Kcnip3 Csen Dream Kchip3
P0C1T1	Hoxb2 Hox-2.8
P0C871	Pla2g4b
P0DN83	Strit1
P0DOV1	Ifi211 Ifi205b Mnda p205
P0DP28	Calm3 Cam3 Camc
P0DP43	Catspere Catspere1 Gm7068
P0DPB4	Schip1
P10085	Myod1 Myod
P10107	Anxa1 Anx1 Lpc-1 Lpc1
P10126	Eef1a1 Eef1a
P10148	Ccl2 Je Mcp1 Scya2
P10284	Hoxb4 Hox-2.6 Hoxb-4
P10300	Cd8b Cd8b1 Ly-3 Lyt-3 Lyt3
P10417	Bcl2 Bcl-2
P10493	Nid1 Ent
P10820	Prf1 Pfp
P10833	Rras
P10923	Spp1 Eta-1 Op Spp-1
P11087	Col1a1 Cola1
P11103	Parp1 Adprp Adprt Adprt1
P11152	Lpl
P11247	Mpo
P11352	Gpx1
P11531	Dmd
P11688	Itga5
P11862	Gas2 Gas-2
P12382	Pfkl Pfk-l Pfkb
P12388	Serpinb2 Pai2 Planh2
P13020	Gsn Gsb
P13297	Msx1 Hox7 Hox7.1
P13516	Scd1
P13707	Gpd1 Gdc-1 Gdc1 Kiaa4010
P13745	Gsta1 Gsta Gstya
P14094	Atp1b1 Atp4b
P14115	Rpl27a
P14246	Slc2a2 Glut2
P14428	H2-K1 H2-K
P14431	H2-Q9
P14434	H2-Aa
P15105	Glul Glns
P15209	Ntrk2 Trkb
P15409	Rho
P15535	B4galt1 Ggtb Ggtb2
P15539	Cyp11b2 Cyp11b-2
P15702	Spn
P15864	H1-2 H1f2 Hist1h1c
P15919	Rag1
P16054	Prkce Pkce Pkcea
P16056	Met
P16092	Fgfr1 Flg
P16330	Cnp Cnp1
P16675	Ctsa Ppgb
P16872	Il7r
P17156	Hspa2 Hcp70.2 Hsp70-2
P17182	Eno1 Eno-1
P17439	Gba1 Gba
P17679	Gata1 Gf-1
P17742	Ppia
P17809	Slc2a1 Glut1
P18052	Ptpra Lrp Ptpa
P18340	Cxcl9 Mig Scyb9
P18572	Bsg
P18893	Il10 Il-10
P19070	Cr2
P19091	Ar Nr3c4
P19182	Ifrd1 Tis7
P19253	Rpl13a P198 Tstap198-7
P19258	Mpv17
P19639	Gstm3
P20108	Prdx3 Aop1 Mer5
P20357	Map2 Mtap2
P20491	Fcer1g Fce1g
P20612	Gnat1 Gnat-1
P20615	Hoxb9 Hox-2.5 Hoxb-9
P20693	Fcer2 Fcer2a
P20722	Bmp6 Bmp-6 Vgr1
P20782	Chrne Acre
P20937	Klra1 Ly-49 Ly-49a Ly49 Ly49A
P21447	Abcb1a Abcb4 Mdr1a Mdr3 Pgy-3 Pgy3
P21550	Eno3 Eno-3
P21552	Wnt2 Irp Wnt-2
P21956	Mfge8
P21995	Emb Gp70
P22091	Tal1 Scl Tal-1
P22227	Zfp42 Rex-1 Rex1
P22272	Il6ra Il6r
P22561	Wt1 Wt-1
P22727	Wnt6 Wnt-6
P22777	Serpine1 Mr1 Pai1 Planh1
P22892	Ap1g1 Adtg Clapg1
P22893	Zfp36 Nup475 Tis11 Tis11a Ttp
P22907	Hmbs Uros1
P22935	Crabp2
P23275	Or2c1 Mor256-17 Olfr15
P23611	Irf8 Icsbp Icsbp1
P23813	Hoxd11 Hox-4.6 Hoxd-11
P23818	Gria1 Glur1
P23927	Cryab Crya2
P23949	Zfp36l2 Tis11d
P24161	Cd247 Cd3z Tcrz
P24288	Bcat1 Eca39
P24527	Lta4h
P24529	Th
P24815	Hsd3b1 Hsd3b
P24822	Iap Akp-3 Akp3
P25233	Ndn
P25318	Col8a2
P25785	Timp2 Timp-2
P25801	Lmo2 Rbtn-2 Rbtn2 Rhom-2
P25976	Ubtf Tcfubf Ubf-1 Ubf1
P26011	Itgb7
P26323	Fli1 Fli-1
P26443	Glud1 Glud
P26645	Marcks Macs
P27106	Amh
P27548	Cd40lg Cd40l Tnfsf5
P27577	Ets1 Ets-1
P27612	Plaa Plap
P27659	Rpl3
P27671	Rasgrf1 Cdc25 Grf1
P27870	Vav1 Vav
P28033	Cebpb
P28063	Psmb8 Lmp7 Mc13
P28271	Aco1 Ireb1 Irebp
P28649	Cyp19a1 Arom Cyp19
P28700	Rxra Nr2b1
P28705	Rxrg Nr2b3
P29121	Pcsk4 Nec-3 Nec3
P29416	Hexa
P29477	Nos2 Inosl
P29594	Casp2 Ich1 Nedd-2 Nedd2
P29699	Ahsg Fetua
P29754	Agtr1a Agtr1
P30416	Fkbp4 Fkpb52
P30966	Htr5a 5ht5a
P31245	Hoxa2 Hox-1.11 Hoxa-2
P31324	Prkar2b
P31482	Pla2g2a
P31750	Akt1 Akt Rac
P32020	Scp2 Scp-2
P32037	Slc2a3 Glut3
P32233	Drg1 Drg Nedd-3 Nedd3
P32507	Nectin2 Mph Pvr Pvrl2 Pvs
P33173	Kif1a Atsv Kif1
P33534	Oprk1
P33896	Ifnar1 Ifar Ifnar
P34056	Tfap2a Ap2tf Tcfap2a
P34884	Mif
P34902	Il2rg
P34960	Mmp12 Mme Mmel
P35282	Rab21
P35285	Rab22a Rab22
P35288	Rab23 Opb
P35347	Crhr1 Crhr
P35377	Oprl1 Oor Oprl
P35419	Tpo
P35550	Fbl
P35585	Ap1m1 Cltnm
P35700	Prdx1 Msp23 Paga Tdpx2
P35737	H2-DMb1 H-2Mb1 Mb
P35803	Gpm6b M6b
P36423	Tbxas1 Cyp5 Cyp5a1
P36895	Bmpr1a Acvrlk3 Bmpr
P37913	Lig1 Lig-1
P38060	Hmgcl
P38649	Abo
P39087	Grik2 Glur6
P40630	Tfam Hmgts
P40749	Syt4 Syt3
P41047	Faslg Apt1lg1 Cd95l Fasl gld Tnfsf6
P41241	Csk
P41251	Slc11a1 Bcg Ity Lsh Nramp1
P41317	Mbl2
P41969	Elk1
P41971	Elk3 Erp Net
P42082	Cd86
P42125	Eci1 Dci
P42227	Stat3 Aprf
P42586	Nkx2-2 Nkx-2.2 Nkx2b
P42866	Oprm1 Mor Oprm
P43006	Slc1a2 Eaat2 Glt1
P43120	Hhex Prh Prhx
P43137	Reg1
P43252	Ptgir
P43267	Sox15 Sox-15 Sox16
P43687	Hmx2 Nkx-5.2 Nkx5-2
P45952	Acadm
P46638	Rab11b
P46938	Yap1 Yap Yap65
P47708	Rph3a
P47713	Pla2g4a Cpla2 Pla2g4
P47739	Aldh3a1 Ahd-4 Ahd4 Aldh3 Aldh4
P47746	Cnr1
P47750	Tshr
P47934	Crat
P47937	Tacr3 Tac3r
P48168	Glrb
P48298	Ccl11 Scya11
P48381	Rfx3
P48410	Abcd1 Ald Aldgh
P48540	Gdnf
P48725	Pcnt Pcnt2
P48760	Fpgs
P49003	Bmp5 Bmp-5
P49182	Serpind1 Hcf2 Hcii
P49183	Dnase1 Dnl1
P49443	Ppm1a Pppm1a
P49717	Mcm4 Cdc21 Mcmd4
P50096	Impdh1
P50284	Ltbr Tnfcr Tnfrsf3
P50404	Sftpd Sftp4
P50446	Krt6a Ker2 Krt2-6 Krt2-6a Krt6
P50462	Csrp3 Clp Mlp
P50592	Tnfsf10 Trail
P50704	Defa6 Defcr6; Defa12 Defcr12
P51437	Camp Cnlp Cramp
P51557	Star
P51576	P2rx1
P51612	Xpc
P51642	Cntf
P51660	Hsd17b4 Edh17b4
P51859	Hdgf Tdrm1
P51863	Atp6v0d1 Atp6d
P52194	Clgn Meg1
P52430	Pon1 Pon
P52480	Pkm Pk3 Pkm2 Pykm
P52503	Ndufs6 Ip13
P52633	Stat6
P52850	Ndst2 Hsst2
P52927	Hmga2 Hmgic
P53566	Cebpa Cebp
P53568	Cebpg
P53690	Mmp14 Mtmmp
P53784	Sox3 Sox-3
A0A5F8MPU3	C2cd6 Als2cr11 CATSPERT
A0A5K7RLP0	Meiosin Bhmg1
A0AAQ4VMX2	C4a Slp
A2A9F4	Kdf1
A2AC93	Dnai2 Dnaic2
A2AF47	Dock11 Ziz2
A2AGT5	Ckap5
A2AIP0	Cimip2b Fam166b
A2AIW0	Entr1 Sdccag3
A2AJB7	Lcn5 Mep10
A2AJK6	Chd7
A2AJX4	Malrd1 Diet1 Gm13318
A2AKQ0	Slc35d1
A2ALS5	Rap1gap Kiaa0474 Rap1ga1
A2APB8	Tpx2
A2APC3	Ttll9
A2AQ07	Tubb1
A2AU37	Rad21l1 Gm14160 Rad21l
A2AWP0	Birc7 Livin
A2AX52	Col6a4 Dvwa
A2CG49	Kalrn
A2CG63	Arid4b Sap180
A3KFM7	Chd6 Kiaa1335
A3KGS3	Ralgapa2 Kiaa1272
A4Q9E5	Ttll3
A4Q9F0	Ttll7
A4Q9F4	Ttll11
A4UUI3	Gbp4
A6H639	Tcte1 D17sil1 Drc5
A6H687	Sac3d1 Shd1
B1AS29	Grik3 Glur7
B1AXD8	Akirin2
B1AZ99	Otud3
B1AZP2	Dlgap4 Kiaa0964 Sapap4
B1B0V2	Ezhip AU022751 KIP75
B2RQR8	Ece2
B2RRE7	Otud4 Kiaa1046
B2RUP2	Unc13d
B2RX88	Cspp1 Cspp
B2RXA7	Cyp26c1
B2RXS4	Plxnb2
